name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
aastha: in the prison of spring,1997,132,Drama,6.4,172,Basu Bhattacharya,rekha,om puri,dinesh thakur
aatank,1996,113,"Action, Thriller",3.9,99,Prem Lalwani,desh mukherjee,nafisa ali,dharmendra
aatank hi aatank,1995,155,"Action, Crime, Drama",5.2,776,Dilip Shankar,rajinikanth,aamir khan,juhi chawla
aathi,2006,167,"Action, Drama, Thriller",4.4,2166,Ramana,joseph vijay,trisha krishnan,vivek
aatish,1979,139,Action,4.5,16,Ambrish Sangal,jeetendra,neetu singh,dheeraj kumar
aatish: feel the fire,1994,155,"Action, Crime, Drama",5.8,735,Sanjay Gupta,sanjay dutt,aditya pancholi,raveena tandon
aatma,2006,107,"Crime, Drama, Horror",4.2,79,Deepak Ramsay,kapil jhaveri,shabana raza,vikram singh
aatma,2013,100,"Drama, Horror, Thriller",3.8,623,Suparn Varma,jaideep ahlawat,bipasha basu,padam bhola
aavida maa aavide,1998,153,"Comedy, Romance",6.4,170,E.V.V. Satyanarayana,nagarjuna akkineni,tabu,heera rajgopal
aavishkar,1974,107,"Drama, Romance",7.0,213,Basu Bhattacharya,rajesh khanna,sharmila tagore,dina pathak
aawaz,1956,146,Romance,5.1,7,Zia Sarhadi,nalini jaywant,nasir hussain,usha kiran
aaya toofan,1964,128,"Action, Adventure, Fantasy",6.1,14,Mohammed Hussain,kedar kapoor,dara singh,helen
aaya toofan,1999,111,Action,5.4,31,Deepak Balraj Vij,mithun chakraborty,aditya pancholi,gulshan grover
aaye din bahar ke,1966,170,"Musical, Romance",6.6,109,Raghunath Jhalani,asha parekh,dharmendra,balraj sahni
aazaan,2011,125,"Action, Musical, Thriller",4.4,346,Prashant Chadha,sachiin joshi,candice boucher,arya babbar
aazmayish,1995,147,"Action, Drama, Romance",5.0,35,Sachin Pilgaonkar,sachin,rohit kumar sharma,dharmendra
ab ayega mazaa,1984,128,Comedy,6.6,85,Pankaj Parashar,ravi baswani,raja bundela,pawan malhotra
ab dilli dur nahin,1957,133,Drama,7.6,80,Amar Kumar,master romi,sulochana latkar,lala yaqoob
ab hoga dharna unlimited,2012,78,Comedy,4.0,6,Deepak Tanwar,saurabh malik,rekha rana,omkar das manikpuri
ab insaf hoga,1995,125,"Action, Drama",4.8,32,Harish Shah,rekha,mithun chakraborty,deepika amin
ab tak chhappan,2004,129,"Action, Crime, Drama",7.8,8379,Shimit Amin,nana patekar,revathi,yashpal sharma
ab tak chhappan 2,2015,106,"Action, Crime, Thriller",5.8,1344,Ejaz Gulab,nana patekar,mohan agashe,gul panag
ab to aaja saajan mere,1994,127,"Drama, Romance",4.0,6,Rakesh Nahata,keshto iqbal,arvind joshi,shalini kapoor
ab tumhare hawale watan saathiyo,2004,193,"Action, Drama, War",4.6,1494,Anil Sharma,sanjay sharma,amitabh bachchan,akshay kumar
ab... bas!,2004,137,"Romance, Thriller",3.2,74,Rajesh Kumar Singh,chetanya adeep,shawar ali,arun bakshi
abcd (any body can dance),2013,160,"Drama, Music",6.3,6458,Remo D'Souza,prabhu deva,ganesh acharya,kay kay menon
abdullah,1980,136,"Action, Drama, Romance",6.4,189,Sanjay Khan,raj kapoor,sanjay khan,sanjeev kumar
abe hayat,1955,140,"Action, Adventure, Fantasy",4.8,21,Ramanlal Desai,prem nath,ameeta,shashikala
abhay,1995,127,Fantasy,7.0,64,Annu Kapoor,ankit desai,benjamin gilani,eka lakhani
abhi to jee lein,1977,135,"Action, Drama, Thriller",5.4,10,Roshan Taneja,jaya bachchan,danny denzongpa,simi garewal
abhilasha,1968,141,"Drama, Romance",6.8,24,Amit Bose,meena kumari,nanda,sanjay khan
abhimaan,1973,122,"Drama, Musical",7.9,2665,Hrishikesh Mukherjee,amitabh bachchan,jaya bachchan,asrani
abhimanyu,1991,140,"Crime, Drama, Musical",7.0,326,Priyadarshan,mohanlal,shankar,ajayan adoor
abhimanyu,1989,168,"Action, Comedy, Drama",4.6,28,Tony Juneja,anil kapoor,kimi katkar,poonam dhillon
abhinetri,1970,154,"Drama, Romance",6.7,70,Subodh Mukherji,shashi kapoor,hema malini,deb mukherjee
abodh,1984,132,Drama,5.8,109,Hiren Nag,tapas pal,madhuri dixit,sheela sharma
accident on hill road,2010,105,"Crime, Drama, Thriller",4.0,284,Mahesh Nair,farooq shaikh,celina jaitly,abhimanyu singh
achanak,1973,96,"Crime, Drama",6.8,213,Gulzar,vinod khanna,om shivpuri,lily chakravarty
achanak,1998,160,"Action, Mystery, Thriller",4.0,245,Naresh Malhotra,govinda,manisha koirala,farha naaz
achhut kanya,1936,142,"Drama, Musical, Romance",6.5,114,Franz Osten,devika rani,ashok kumar,monorama
acid factory,2009,108,"Action, Crime, Mystery",5.0,677,Suparn Varma,fardeen khan,dia mirza,manoj bajpayee
action,2019,158,"Action, Adventure, Thriller",4.5,858,Sundar C.,vishal,tamannaah bhatia,aishwarya lekshmi
action jackson,2014,144,"Action, Crime, Thriller",3.3,3461,Prabhu Deva,prabhas,ajay devgn,sonakshi sinha
action replayy,2010,129,"Comedy, Romance, Sci-Fi",4.2,5814,Vipul Amrutlal Shah,akshay kumar,aishwarya rai bachchan,aditya roy kapoor
ada... a way of life,2010,120,"Action, Crime, Drama",3.6,49,Tanvir Ahmad,ayaan ahmad,ayesha jhulka,rahul roy
adalat,1958,139,"Drama, Musical, Romance",6.9,36,Kalidas,nargis,pradeep kumar,pran
adalat,1976,138,"Action, Drama, Family",6.4,284,Narendra Bedi,amitabh bachchan,waheeda rehman,neetu singh
adhi raat ke baad,1965,137,"Action, Drama, Mystery",6.6,28,Nanabhai Bhatt,ashok kumar,ragini,sailesh kumar
adhikar,1954,126,"Comedy, Drama, Romance",6.7,13,Mohan Segal,usha kiran,kishore kumar,yashodra katju
adhipathi,2001,151,"Action, Drama",5.4,533,Ravi Raja,nagarjuna akkineni,ali,mohan babu
adhura sapna,2007,88,Drama,4.7,11,Vimal Reddy,tania nazmeen dean,rajnel prasad,ratu rakuita tawake
adhurs,2010,150,"Action, Comedy, Thriller",6.8,2393,V.V. Vinayak,n.t. rama rao jr.,nayanthara,sheela kaur
adi shankaracharya,1983,130,"Biography, Drama",7.3,240,G.V. Iyer,sarvadaman banerjee,m.v. narayana rao,manjunath bhatt
adil-e-jahangir,1955,150,Drama,5.0,8,G.P. Sippy,pradeep kumar,meena kumari,d.k. sapru
adisaya piravi,1990,145,"Action, Comedy, Fantasy",6.9,335,S.P. Muthuraman,rajinikanth,chinnijayanth,jai ganesh
adrishya,2017,106,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee,nishat mallick,archana kotwal,ravi kumar
adutha varisu,1983,122,Drama,5.5,76,S.P. Muthuraman,rajinikanth,sridevi,varalakshmi s.
adventure kids hindi film,2019,120,Adventure,6.6,12,Manoj Palrecha,suvahhdan angre,neel bakshi,prachita gujar
adventures of aladdin,1978,151,Adventure,4.7,7,Homi Wadia,nazneen,jayshree t.,raza murad
adventures of ali-baba and the forty thieves,1980,153,"Action, Adventure, Family",6.2,506,Latif Faiziyev,umesh mehra,dharmendra,hema malini
adventures of tarzan,1985,135,"Action, Adventure, Comedy",4.6,140,Babbar Subhash,kimi katkar,dalip tahil,om shivpuri
adwait sangeet,2011,82,"Documentary, Biography, Musical",7.9,13,Makarand Brahme,,,
ae dil hai mushkil,2016,158,"Drama, Music, Musical",5.8,21661,Karan Johar,ranbir kapoor,aishwarya rai bachchan,anushka sharma
aetbaar,2004,152,"Action, Drama, Musical",4.6,1013,Vikram Bhatt,amitabh bachchan,john abraham,bipasha basu
aflatoon,1997,153,"Action, Comedy, Crime",4.5,1261,Guddu Dhanoa,akshay kumar,urmila matondkar,anupam kher
africadalli sheela,1986,134,"Adventure, Thriller",6.6,18,Deepak Balraj Vij,anand balraj,sahila chaddha,b.s. dwarakish
afsana,1966,134,"Drama, Romance",6.5,12,Brij,ashok kumar,pradeep kumar,padmini
afsana,1951,168,"Drama, Family",7.8,57,B.R. Chopra,ashok kumar,veena,jeevan
afsana dilwalon ka,2001,195,"Drama, Romance",3.6,1025,J. Om Prakash,aashish kaul,juni,rahul roy
afsana pyar ka,1991,145,"Drama, Romance",5.9,783,M.R. Shahjahan,aamir khan,neelam kothari,deepak tijori
afsar,1950,121,"Comedy, Romance",7.1,19,Chetan Anand,dev anand,suraiya,ruma guha thakurta
after the third bell,2014,92,"Crime, Mystery",6.3,43,Ajay Govind,udayan banerjee,akanksha d. sharma,sukhesh arora
agar tum na hote,1983,161,"Drama, Family",6.4,152,Lekh Tandon,rajesh khanna,rekha,raj babbar
agathiyar,1972,153,"Adventure, Comedy, Drama",6.6,30,A.P. Subbaraav,t.s. balaiah,j.p. chandrababu,devagi
agent vinod,1977,139,"Action, Crime, Drama",5.7,84,Deepak Bahry,mahendra sandhu,asha sachdev,iftekhar
agent vinod,2012,157,"Action, Adventure, Thriller",5.2,7210,Sriram Raghavan,kareena kapoor,saif ali khan,rajat kapoor
aghaat,1985,138,"Drama, Crime",7.1,120,Govind Nihalani,om puri,bharat gopy,pankaj kapur
agnee,1988,153,"Action, Drama, Romance",5.1,29,J. Om Prakash,mithun chakraborty,chunky panday,amrita singh
agnee morcha,1997,142,Action,3.1,14,Raju Chouhan,aparajita,birbal,dharmendra
agneekaal,1990,161,"Action, Crime, Drama",5.6,26,Abbas Alibhai Burmawalla,mastan alibhai burmawalla,masum ali,sadashiv amrapurkar
agneepath,1990,174,"Action, Crime, Drama",7.7,8500,Mukul Anand,amitabh bachchan,mithun chakraborty,madhavi
agneepath,2012,174,"Action, Crime, Drama",6.9,22895,Karan Malhotra,hrithik roshan,priyanka chopra jonas,sanjay dutt
agni ips,1997,137,Action,7.8,33,Anand P. Raju,saroja devi b.,saikumar,ranjitha
agni pareeksha,1981,130,"Crime, Drama",6.0,22,Kamal Majumdar,amol palekar,parikshit sahni,rameshwari
agni sakshi,1996,142,"Drama, Musical, Romance",6.1,684,Partho Ghosh,jackie shroff,nana patekar,manisha koirala
agnichakra,1997,123,Action,3.6,53,Ketan Anand,amit suryavanshi,naseeruddin shah,govinda
agniputra,2000,140,Action,4.6,24,Vijay Reddy,asrani,mithun chakraborty,pinky chinoy
agnivarsha: the fire and the rain,2002,126,"Drama, Fantasy, Romance",4.6,361,Arjun Sajnani,jackie shroff,kumar iyengar,raveena tandon
agreement,1980,124,"Musical, Comedy, Drama",6.2,19,Anil Ganguly,rekha,utpal dutt,shailendra singh
agyaat,2009,130,"Drama, Horror, Mystery",2.9,620,Ram Gopal Varma,nithiin,priyanka kothari,rasika dugal
ahaan,2019,81,"Comedy, Drama",7.2,213,Nikhil Pherwani,arif zakaria,niharika singh,abuli mamaji
ahankaar,1995,145,Drama,5.9,53,Ashim S. Samanta,mithun chakraborty,mamta kulkarni,prem chopra
ahinsa,1979,103,"Action, Drama",4.1,10,Chand,sunil dutt,rekha,ranjeet
ahista ahista,1981,141,"Musical, Romance",7.0,45,Esmayeel Shroff,parveen babi,suresh chatwal,aruna irani
ahista ahista,2006,122,"Drama, Romance",7.0,1491,Shivam Nair,abhay deol,soha ali khan,shayan munshi
ahsaas,1979,144,"Drama, Romance",5.7,38,Surindara Suri,shashi kapoor,simi garewal,rakesh bedi
airlift,2016,130,"Drama, History",8.0,53897,Raja Menon,akshay kumar,nimrat kaur,kumud mishra
aisa yeh jahaan,2015,120,Drama,6.6,52,Biswajeet Bora,yashpal sharma,ira dubey,tinnu anand
aisha,2010,126,"Comedy, Drama, Romance",5.0,3953,Rajshree Ojha,sonam kapoor,abhay deol,amrita puri
aisi bhi kya jaldi hai,1996,132,"Comedy, Romance",6.6,68,Sachin Pilgaonkar,sachin,sachin pilgaonkar,vivek mushran
aisi deewangi,2009,125,"Action, Comedy, Drama",4.1,7,Abdul Qayyoom Khan,sarvar ahuja,preeti arora,pankaj berry
aitbaar,1985,133,"Romance, Thriller",6.9,149,Mukul Anand,raj babbar,dimple kapadia,danny denzongpa
aitraaz,2004,160,"Drama, Romance, Thriller",6.6,9721,Abbas Alibhai Burmawalla,mastan alibhai burmawalla,akshay kumar,kareena kapoor
aiyaary,2018,157,"Action, Drama, Thriller",5.3,4167,Neeraj Pandey,sidharth malhotra,manoj bajpayee,rakul preet singh
aiyyaa,2012,152,"Comedy, Romance",4.4,1765,Sachin Kundalkar,rani mukerji,prithviraj sukumaran,nirmiti sawant
ajab gazabb love,2012,116,"Comedy, Romance",4.2,520,Sanjay Gadhvi,jackky bhagnani,nidhi subbaiah,darshan jariwala
ajab prem ki ghazab kahani,2009,150,"Action, Comedy, Romance",6.4,13194,Rajkumar Santoshi,ranbir kapoor,katrina kaif,darshan jariwala
ajab singh ki gajab kahani,2017,115,Drama,5.8,52,Rishi Prakash Mishra,ajay kumar singh,vikas giri,rajesh jais
ajanabee,1974,139,"Drama, Romance",6.5,174,Shakti Samanta,rajesh khanna,zeenat aman,prem chopra
ajay,1996,146,"Action, Drama, Romance",3.7,187,Suneel Darshan,sunny deol,karisma kapoor,reena roy
ajeeb daastaans,2021,142,"Drama, Romance",6.7,4133,Neeraj Ghaywan,kayoze irani,shashank khaitan,raj mehta
ajji,2017,104,Drama,6.9,973,Devashish Makhija,sushama deshpande,smita tambe,sharvani suryavanshi
ajnabee,2001,165,"Action, Crime, Drama",6.4,8164,Abbas Alibhai Burmawalla,mastan alibhai burmawalla,akshay kumar,bobby deol
ajooba,1991,178,"Action, Adventure, Comedy",5.3,1214,Shashi Kapoor,gennadiy vasilev,amitabh bachchan,dimple kapadia
ak 47,2004,125,"Action, Thriller",5.0,39,Raam Shetty,aditya,sheetal bavishi,om puri
ak vs ak,2020,108,"Action, Comedy, Crime",6.9,12429,Vikramaditya Motwane,anil kapoor,anurag kashyap,sonam kapoor
akaash vani,2013,149,"Drama, Romance",6.3,1857,Luv Ranjan,kartik aaryan,nushrat bharucha,sunny singh nijjar
akashdeep,1965,136,Drama,6.6,32,Phani Majumdar,dharmendra,mehmood,ashok kumar
akayla,1991,180,"Action, Drama, Thriller",5.0,421,Ramesh Sippy,amitabh bachchan,jackie shroff,amrita singh
akbar saleem anarkali,1979,139,"Drama, History, Musical",7.7,38,N.T. Rama Rao,n.t. rama rao,nandamuri balakrishna,unni mary
akela the alone,2014,58,Thriller,5.5,10,Abrar,adil ahamad,roman ajaz,casim bilal
akele hum akele tum,1995,160,Drama,7.0,4780,Mansoor Khan,aamir khan,manisha koirala,master adil
akeli,1999,165,Romance,5.6,11,Vinod Pande,perena agarwal,nandini ghosal,brij gopal
akhiyon se goli maare,2002,146,"Comedy, Romance",5.1,881,Harmesh Malhotra,govinda,raveena tandon,kader khan
akhri muqabla,1989,132,"Action, Drama",5.3,13,Sudesh Issar,shashi kapoor,rajan sippy,suresh oberoi
aks,2001,184,"Action, Crime, Horror",5.8,1627,Rakeysh Omprakash Mehra,amitabh bachchan,raveena tandon,manoj bajpayee
aksar,2006,135,"Drama, Romance, Thriller",4.8,1152,Ananth Narayan Mahadevan,emraan hashmi,udita goswami,dino morea
aksar 2,2017,127,"Crime, Drama, Mystery",3.6,417,Ananth Narayan Mahadevan,zareen khan,gautam rode,lillete dubey
alaap,1977,160,"Drama, Musical",6.7,327,Hrishikesh Mukherjee,amitabh bachchan,rekha,chhayadevi
aladdin and the wonderful lamp,1952,144,"Adventure, Fantasy",5.9,15,Homi Wadia,mahipal,meena kumari,s.n. tripathi
aladin,2009,132,"Action, Adventure, Comedy",4.6,2839,Sujoy Ghosh,amitabh bachchan,sanjay dutt,riteish deshmukh
alag alag,1985,174,"Family, Musical, Romance",6.4,86,Shakti Samanta,rajesh khanna,shashi kapoor,tina ambani
alag: he is different.... he is alone...,2006,123,"Action, Drama, Fantasy",3.8,1172,Ashu Trikha,akshay kapoor,dia mirza,yatin karyekar
alajh palajh,2019,136,Comedy,6.9,7,Uttar Kumar,vikas balian,usha devi,monu dhankad
alam ara,1973,124,Drama,6.8,8,Nanubhoy Vakil,nazima,ajit sachdev,paidi jairaj
alavuddinum athbutha vilakkum,1979,144,"Adventure, Drama, Fantasy",6.6,161,I.V. Sasi,kamal haasan,rajinikanth,jayabharati
albela,2001,145,"Comedy, Drama, Romance",3.7,737,Deepak Sareen,govinda,aishwarya rai bachchan,jackie shroff
albela,1951,158,"Comedy, Drama, Musical",7.0,82,Master Bhagwan,geeta bali,master bhagwan,badri prasad
albert pinto ko gussa kyon ata hai,1980,110,"Comedy, Drama, Romance",7.5,428,Saeed Akhtar Mirza,naseeruddin shah,shabana azmi,smita patil
albert pinto ko gussa kyun aata hai?,2019,100,Drama,5.5,349,Soumitra Ranade,manav kaul,nandita das,amarjeet amle
alex's strip,2019,109,Drama,5.9,37,Irene Zoe Alameda,aitana sánchez-gijón,aida folch,rohit choudhary
ali baba and 40 thieves,1966,154,"Adventure, Fantasy, Romance",6.4,14,Homi Wadia,sanjeev kumar,l. vijayalakshmi,david abraham
alibaba and 40 thieves,1954,145,"Action, Adventure, Drama",6.2,46,Homi Wadia,shakila,mahipal,b.m. vyas
alibaba marjinaa,1977,163,"Action, Adventure",6.7,27,Kedar Kapoor,urmila bhatt,birbal,jagdeep
alif,2017,120,Drama,6.5,137,Zaigham Imam,neelima azim,pawan tiwari,bhavna pani
alif-laila,1953,135,Fantasy,6.3,11,K. Amarnath,nimmi,asha mathur,pran
aligarh,2015,114,"Biography, Drama",7.8,6402,Hansal Mehta,manoj bajpayee,rajkummar rao,ashish vidyarthi
all is well,2015,126,"Comedy, Drama, Romance",3.8,1513,Umesh Shukla,rishi kapoor,abhishek bachchan,asin thottumkal
all ladies do it,2020,97,Thriller,7.9,384,Akhil Gautam,akhil gautam,ajay bafna,vikas sachdeva
all rounder,1984,128,"Action, Drama",4.8,31,Mohan Kumar,kumar gaurav,rati agnihotri,vinod mehra
all the best: fun begins,2009,144,"Action, Comedy, Drama",6.2,5786,Rohit Shetty,sanjay dutt,ajay devgn,fardeen khan
allah ke banday,2010,123,"Action, Crime, Drama",6.1,303,Faruk Kabir,varun bhagwat,virendra giri,vikram gokhale
allah meharban to gadha pehalwan,1997,149,Comedy,4.3,7,Ravindra Arora,zahid ali,shakti kapoor,kader khan
allah-rakha,1986,160,"Action, Drama",5.4,132,Ketan Desai,jackie shroff,shammi kapoor,waheeda rehman
alone,2015,133,Horror,3.7,1622,Bhushan Patel,bipasha basu,karan singh grover,sulabha arya
always kabhi kabhi,2011,126,"Comedy, Crime, Drama",4.0,1295,Roshan Abbas,lillete dubey,satyajeet dubey,ali fazal
amaanat,1994,140,"Action, Drama",4.7,552,Raj N. Sippy,sanjay dutt,akshay kumar,heera rajgopal
aman,1967,152,"Adventure, Drama, Romance",6.5,41,Mohan Kumar,rajendra kumar,saira banu,balraj sahni
aman ke farishtey,2016,137,Action,6.6,23,Kader Kashmiri,sonia albizuri,dev anand,bob christo
amanush,1975,153,"Drama, Family",7.0,232,Shakti Samanta,uttam kumar,sharmila tagore,prema narayan
amar,1954,149,"Drama, Musical, Romance",6.8,162,Mehboob Khan,madhubala,nimmi,dilip kumar
amar deep,1958,148,"Musical, Romance",6.6,38,T. Prakash Rao,dev anand,vyjayanthimala,padmini
amar jyoti,1936,166,Drama,6.1,17,Shantaram Rajaram Vankudre,durga khote,shanta apte,vasanti
amar prem,1972,143,"Drama, Musical, Romance",8.2,1592,Shakti Samanta,rajesh khanna,sharmila tagore,sujit kumar
amar prem,2020,143,Drama,4.4,25,Tanveer Hashmi,chandrima banerjee,kundan bhardwaj,sufi
amar rahe ye pyar,1961,121,Drama,6.5,14,Prabhu,rajendra kumar,nalini jaywant,nanda
amar shakti,1978,133,"Action, Adventure, Comedy",4.9,16,Harmesh Malhotra,shashi kapoor,shatrughan sinha,sulakshana pandit
"amar, akbar and anthony",1977,184,"Action, Comedy, Drama",7.5,7336,Manmohan Desai,vinod khanna,rishi kapoor,amitabh bachchan
amavas,2019,134,"Horror, Thriller",2.8,308,Bhushan Patel,ali asgar,ali asgar,vivan bhatena
amba,1990,153,Family,4.2,41,Mohan Kumar,shabana azmi,anil kapoor,meenakshi sheshadri
amber,1952,141,"Action, Adventure, Drama",6.9,65,Jayant Desai,nargis,raj kapoor,agha
amdavad junction,2013,95,Mystery,4.4,16,Apurv Bajpai,rohan jardosh,ishita salot,gunjan vyas
american desi,2001,100,"Comedy, Drama, Romance",6.6,1585,Piyush Dinker Pandya,deep katdare,ronobir lahiri,purva bedi
amir garib,1974,140,"Action, Thriller",6.6,90,Mohan Kumar,dev anand,hema malini,prem nath
amiri garibi,1990,155,Family,4.9,47,Harmesh Malhotra,jeetendra,rekha,rishi kapoor
amit sahni ki list,2014,110,"Comedy, Romance",5.4,347,Ajay Bhuyan,vir das,vega tamotia,anindita nayar
amma,1986,135,Drama,6.2,11,Jiten,rakhee gulzar,mithun chakraborty,suresh oberoi
amma nagamma,2001,110,"Drama, Fantasy, Thriller",5.6,7,C.H. Balaji Singh Babu,dhamini,kumar govind,prema
ammaa ki boli,2021,117,"Comedy, Drama",8.1,871,Narayan Chauhan,sanjay mishra,hrishitaa bhatt,master aniket
amrapali,1966,119,"Musical, Fantasy",6.6,194,Lekh Tandon,vyjayanthimala,sunil dutt,prem nath
amrit,1986,137,"Drama, Family",7.0,169,Mohan Kumar,rajesh khanna,smita patil,aruna irani
amu,2005,102,Drama,7.3,856,Shonali Bose,konkona sen sharma,yashpal sharma,brinda karat
an engineered dream,2018,72,Documentary,8.4,11,Hemant Gaba,,,
an evening in paris,1967,168,"Musical, Romance, Thriller",6.9,328,Shakti Samanta,shammi kapoor,sharmila tagore,sarita
an indian day,1968,57,Documentary,7.1,25,S. Sukhdev,,,
an insignificant man,2016,96,"Documentary, Thriller",8.7,1928,Khushboo Ranka,vinay shukla,arvind kejriwal,saurabh bhardwaj
anaarkali of aarah,2017,113,Drama,5.9,1636,Avinash Das,pankaj tripathi,swara bhaskar,sanjay mishra
anamika,1973,125,"Mystery, Romance, Musical",7.1,278,Raghunath Jhalani,sanjeev kumar,jaya bachchan,iftekhar
anand,1971,122,"Drama, Musical",8.3,31937,Hrishikesh Mukherjee,rajesh khanna,amitabh bachchan,sumita sanyal
anand math,1952,176,"Biography, Drama, History",7.6,85,Hemen Gupta,prithviraj kapoor,geeta bali,ranjana
ananda ashram,1977,127,"Drama, Family",7.1,140,Shakti Samanta,ashok kumar,uttam kumar,sharmila tagore
anari,1959,166,"Comedy, Drama, Musical",7.9,740,Hrishikesh Mukherjee,raj kapoor,nutan,lalita pawar
anari,1993,171,"Comedy, Drama, Romance",4.8,429,K. Muralimohana Rao,rakhee gulzar,venkatesh daggubati,karisma kapoor
anari,1975,144,"Drama, Romance",6.2,36,Asit Sen,shashi kapoor,sharmila tagore,moushumi chatterjee
anari no. 1,1999,169,Comedy,5.0,636,Kuku Kohli,govinda,raveena tandon,simran
anarkali,1953,175,"History, Musical, Romance",7.2,72,Nandlal Jaswantlal,bina rai,pradeep kumar,kuldip kaur
anatomy of violence,2016,93,"Crime, Drama",5.4,54,Deepa Mehta,vansh bhardwaj,tia bhatia,janki bisht
andaaz,2003,145,"Drama, Musical, Romance",5.3,2359,Raj Kanwar,akshay kumar,lara dutta,priyanka chopra jonas
andaz,1949,148,"Musical, Drama, Crime",7.2,498,Mehboob Khan,nargis,dilip kumar,v.h. desai
andaz,1971,166,"Drama, Romance",6.7,275,Ramesh Sippy,shammi kapoor,rajesh khanna,hema malini
andaz,1994,167,"Action, Comedy, Drama",4.4,402,David Dhawan,anil kapoor,juhi chawla,karisma kapoor
andaz apna apna,1994,160,"Action, Comedy, Romance",8.1,50810,Rajkumar Santoshi,aamir khan,salman khan,raveena tandon
andha bichar,1990,148,"Action, Drama",6.8,16,Shakti Samanta,mithun chakraborty,mandakini,tanuja
andha oru nimidam,1985,144,"Action, Crime, Drama",6.8,53,Major Sundarrajan,kamal haasan,urvashi,y.g. mahendran
andhaa kaanoon,1983,155,"Action, Drama",6.1,666,Rama Rao Tatineni,amitabh bachchan,rajinikanth,hema malini
andhadhun,2018,139,"Crime, Drama, Music",8.2,77901,Sriram Raghavan,ayushmann khurrana,tabu,radhika apte
andhera,1975,110,"Crime, Drama, Thriller",5.1,30,Shyam Ramsay,tulsi ramsay,sameer khan,vani ganpati
andheri raat mein diya tere haath mein,1986,129,"Comedy, Drama",6.8,56,Dada Kondke,dada kondke,usha chavan,dina pathak
andhi gali,1984,152,"Drama, Thriller",5.5,13,Buddhadev Dasgupta,deepti naval,mahesh bhatt,anil chatterjee
andolan,1995,165,"Action, Comedy, Drama",5.0,249,Aziz Sejawal,ishrat ali,somy ali,divya bharti
angaar,1992,176,"Action, Crime, Drama",6.4,297,Shashilal K. Nair,jackie shroff,dimple kapadia,nana patekar
angaara,1996,127,"Action, Crime",4.3,30,Anil Ganguly,sadashiv amrapurkar,suresh bhagwat,hemant birje
angaaray,1998,141,"Action, Crime, Drama",5.3,793,Mahesh Bhatt,akshay kumar,nagarjuna akkineni,pooja bhatt
angel,2011,114,"Action, Drama",6.3,84,Ganesh Acharya,sumit arora,arun,raakesh babu
angoor,1982,131,Comedy,8.3,4924,Gulzar,sanjeev kumar,moushumi chatterjee,deven verma
angoor,2005,106,Drama,6.1,53,Kanti Shah,sapna sappu,rajesh sabharwal,amit pachori
angrakshak,1995,116,"Action, Romance",4.4,167,Ravi Raja Pinisetty,sunny deol,pooja bhatt,rami reddy
angrezi medium,2020,145,"Comedy, Drama",7.3,11700,Homi Adajania,irrfan khan,radhika madan,kareena kapoor
